Original Part,description,Alternative Part,description.1
WBO-00036,SMD   2K7     1%  0.25W 1206 100ppm BOU,WPH-01336,SMD   2K7     1%  0.25W 1206 100ppm YAG
WBO-00037,SMD  10K      1%  0.25W 1206 100ppm BOU,WDL-14002,SMD  10K      5%  0.25W 1206 200ppm VIS
WBO-00055,SMD   8K2     1%  0.25W 1206 100ppm BOU,WYA-00075,SMD   8K2     1%  0.25W 1206 100ppm YAG
WBO-00311,Res.-array 8*390R 4609X-101-391 SIL  BOU,WB5-00004,Res.-array 8*390R L091S391LF 2% SIL  BI
WDL-00010,SMD   2K      1% 0.125W 0805 100ppm VIS,WP7-00058,SMD   2K      1% 0.125W 0805 100ppm YAG
WDR-00001,SMD  47R      1% 0.125W 0805 100ppm VIS,WPH-00410,SMD  47R      1% 0.125W 0805 100ppm YAG
WM8-00009,#SMD 390R      1% 0.063W 0603 100ppm MUL,WYA-00041,SMD 390R      1%   0.1W 0603 100ppm YAG
WM8-00013,#SMD 976R      1% 0.063W 0603 100ppm MUL,WVH-00715,SMD 976R      1%   0.1W 0603 100ppm VIS
WM8-00023,#SMD 330R      1% 0.063W 0603 100ppm MUL,WYA-00033,SMD 330R      1%   0.1W 0603 100ppm YAG
WM8-00024,SMD   3K6     1% 0.063W 0603 100ppm MUL,WVH-00166,SMD   3K6     1%   0.1W 0603 100ppm VIS
WP7-00057,SMD   0R33    5%  0.25W 1206 600ppm YAG,WVH-00165,#SMD   0R33    5%  0.25W 1206 300ppm VIS
WPH-01013,SMD 470R      1% 0.125W 0805 100ppm YAG,WVH-00004,SMD 470R      1% 0.125W 0805 100ppm VIS
WVH-00077,Verwijderen,WPH-01512,SMD 150R      1%   0.1W 0603 100ppm YAG
WWG-00094,SMD   0R0035  1%     1W 2512 150ppm WEL,WVH-00735,SMD   0R0035  1%     1W 2512 150ppm VIS
WYA-00002,verwijderen,WPH-01237,SMD  68R      1% 0.125W 0805 100ppm YAG
XC9-00030,SMDx-tal 16MHz CFPS-73B 50ppm   IQD,XC9-00036,verwijderen
XTX-00017,X-tal  Oscillator  30MHz        TXC,XC9-00046,#X-tal  Oscillator  30MHz    X359B  IQD
ZS36-00005,Fuse      10A MT 6.3x32mm cer (MOBA) SIB,ZLF-00140,Fuse 10A     T  6.3x32mm             LIT
ZLL-00004,Fuseholder pcb PTF45       FER,ZBN-00008,Fuseholder     HTC45M 5x20 BUS
KAX-00078,SMDtan   10uF 10%  35V     CaseD     AVX,KVH-00033,SMDtan   10uF 10%  35V     CaseD     VIS
CAP-00064,Printbus   8P    fem str uni,CAP-00532,Printbus   8P    fem str uni 826851-3
CAP-00072,Printbus   2P    fem str uni,CAP-00437,Printbus   2P    fem str uni  red  TYC
CAP-00156,SubD       9P 2r mle str   AMP,CC12-00001,SubD       9P    mle str   CON
CMI-00001,#Solder eye C-29            MIC,CWH-00001,Soldereye 200-201
HER-00001,Filter 100N/100E R=9e      ERO,KVH-00179,MKT X2 100nF 250V R=9e 20% VIS
IAM-00066,#SMDic AM29F010B-70JD PLCC32  AMD,IAM-00089,SMDic Am29F010B-70JF        PLCC-32  AMD
IAM-00073,#SMDic AM29F040B-70JI PLCC32  AMD,IAM-00090,SMDic Am29F040B-55JF        PLCC-32  AMD
IP12-00002,DC/DC Converter 40IMX4-05-8,IT5-00018,DC/DC Conv TEL5-2411 24V/5V 5W   TRA
IPH-00059,SMDic 74HCT540D       SO20W  PHI,ITI-00369,SMDic SN74HCT540DW    SO20W  TI
IPH-00107,#Ic 74HC00N 4*2 nand        NXP,ITI-00003,Ic SN74HC00N 4*2 nand       TI
ISM-00027,SMDic K6X1008C2DBF55T SOP32,IB10-00002,SMDic BS62LV1027SIP55     SOP32   BSI
IZM-00005,verwijderen,IA11-00001,#Ic 8*8K U6264BDC07LLG1 DIP-28      ALL
KAX-00094,Cer     100nF 10%  50V R=2e X7R      AVX,KSI-00211,#Cer    100nF 10%  50V R=2e X7R      EPC
KM8-00005,Elco  22uF    25V R=ax     VIS,KSP-00021,Elco   22uF   35V  20% R=ax     VIS
KPH-00444,SMD 100nF       10%   50V  X7R 0805 YAG,KSI-00192,#SMD 100nF       10%   50V  X7R 0805 EPC
KRD-00029,#MKT     1uF   63V R=2e 10% ROE,KVH-00097,MKT370    1uF 10%  63V R=2e          VIS
KRD-00029,#MKT     1uF   63V R=2e 10% ROE,KWI-00051,#MKS2      1uF 10%  63V R=2e          WI
KSI-00103,MKT      15nF  5% 400V R=3e          SIE,KSI-00318,MKT      15nF  5% 400V R=3e          EPC
KSI-00221,#Cer    100nF 10% 100V R=2e X7R      EPC,KSI-00296,verwijderen
KSP-00012,Tant   10uF   16V R=1e     VIS,KAX-00002,Tant   10uF   16V R=1e     AVX
KWI-00035,#FKC2 220pF  100V R=2e     WIM,KWI-00248,FKP2 220pF  100V R=2e 5%     WIM
LQT-00001,#Led Red 5mm 0.5mcd MV5053           FAI,LA29-00004,Led red        5mm HLMP-3301  AVA
LQT-00003,#Led green      5mm  MV64531  EVE,LA29-00003,Led green      5mm HLMP-3507  AVA
SCK-00008,Switch min. toggle 7103MD9AV2BE      C&K,SE23-00002,Switch on-off-on 1A13-N2F4V9AE
UZZ-00073,#Tape33 Zwart Speciall 13mm 3M,UMY-00001,Tape Temflex 1600 ZW 15mm   3M
ZFE-00038,Fuse holder single pole MSC10,ZS41-00001,#Fuseholder single pins
LSI-00030,Led Green 3mm 36mcd LG 3360-HL       OSR,LO1-00037,#Led Green 3mm LG 3360-KL-1 OSR
DOZ-00016,SMDdio MRA4003T3G           SMA      ONS,DOZ-00033,SMDdio MRA4007T3G           SMA      ONS
FPA-00004,Coil  150UH 10% ELC08D151E           PAN,FPA-00014,Coil    150uH 10% ELC09D151F         PAN
KAX-00083,SMDtan   47uF 10%  16V     CaseD     AVX,KAX-00048,SMDtan   47uF 10%  10V     CaseD     AVX
WBO-00058,SMD 120K      1%  0.25W 1206 100ppm BOU,WPH-01410,SMD 120K      1%  0.25W 1206 100ppm YAG
WBO-00070,SMD   1M      1%  0.25W 1206 100ppm BOU,WPH-01384,SMD   1M      1%  0.25W 1206 100ppm YAG
CLU-00008,Conn      16P    mle str   LUM,CLU-00063,#Conn      16P    mle str   LUM
DGC-00005,SMDtransorb SMBJ6.0A        SMB      VIS,DFD-00026,SMDtransorb SMBJ6V0A        SMB      FAI
DGI-00050,Transorb P6KE10A            VIS,DFD-00064,Transorb P6KE10A            DO-15    FAI
DIT-00048,Zen diode BZX85C 6V8 1W3   ITT,DPH-00049,Zen diode BZV85C 6V8 1W3   NEX
DMT-00013,#Transorb ICTE-5RL4G           ONS,DVH-00052,#Transorb ICTE-5           VIS
DMT-00030,#Transorb ICTE-36RL4G        ONS,DOZ-00071,#Transorb 1N6380RL4G        ONS
DOZ-00004,SMDzen BZX84C3V3LT1G SOT-23 ONS,DPH-00174,SMDzen BZX84-C3V3 SOT-23 NEX
DPH-00080,#SMDdio BYD17G 1A 400V MELF PHI,DDI-00003,SMDdio GL1D                 miniMELF DIO
DSG-00042,#Diode Transzil BZW04-13B   SGS,DFD-00065,Transorb P6KE15CA           DO-15    TAI
HULP-00059,Humiseal type 1B31LOC,HULP-00520,verwijderen
HZZ-00115,#Adapter JOD-SAU120152-1ZB1 12V,UZZ-01093,Powersupply 12V FRA018-S12-4
IA6-00062,#SMDic AT91SAM7S256 LQFP-64          ATM,IA6-00142,#SMDic AT91SAM7S256C LQFP-64         ATM
IA6-00142,#SMDic AT91SAM7S256C LQFP-64         ATM,IA6-00150,SMDic AT91SAM7S256D-AU LQFP-64      ATM
IAD-00012,#Ic OP80GP                  AD,ITI-00520,#Ic OPA124PA                TI
IB10-00001,SMDic BS62LV256SIP55        SO-28    BSI,ICJ-00036,#SMDic CY62256NLL-55SNXI SO28 CYP
IB10-00002,SMDic BS62LV1027SIP55     SOP32   BSI,ICJ-00037,SMDic CY62128ELL-45SXI      SO-32    CYP
IEU-00012,#Ic socket 44P PLCC         EUR,IEU-00022,Ic socket 44P PLCC         PRE
IMT-00013,Sp.reg. MC79L15ACPG      TO92     ONS,IFD-00053,#Sp.reg. MC79L15ACP         TO-92    FAI
IMT-00034,#Ic MC14051BCPG              ON,IPH-00201,#Ic HEF4051BP              NXP
IMT-00044,SMDic MC74ACT14DG      SO14 ON,ITI-00729,SMDic SN74ACT14D            SO-14     TI
IMT-00197,#Ic MC74AC573N              ONS,ITI-00457,Ic CD74AC573E               TI
IMT-00198,#Ic MC74ACT14N              ON,ITI-00511,Ic SN74ACT14N              TI
IMX-00022,Ic MAX186DCPP+            MAX,IMX-00180,Ic MAX186DEPP            MAX
IMX-00022,Ic MAX186DCPP+            MAX,IMX-00184,Ic MAX186CEPP+            MAX
IMX-00036,SMDic MAX706CSA+ SO-8 MAX,IS28-00007,SMDic SP706CN SO-8 SIP
INS-00090,SMDic LM3578AM SO-8 NAT,INS-00222,SMDic LM3578AM/NOPB    SO8 TI
INS-00124,# SMDic 74ACT02SC       SO14   FAI,ITI-00510,SMDic CD74ACT02M    SO14    TI
IP3-00009,Ic sock 20p   110-87-320-41-001101,IAU-00015,#Ic sock  20P 1109332041001000
IPH-00205,Verwijderen,IPH-01196,SMDic 74HCT259D  SO-16    NEX
IPH-00299,verwijderen,IPH-01057,SMDic 74HCT14D        SO14 NEX
ISM-00025,SMDic K6X0808C1D-GF55     SO28  SAM,IB10-00001,SMDic BS62LV256SIP55        SO-28    BSI
ISM-00027,SMDic K6X1008C2DBF55T SOP32,IB10-00002,SMDic BS62LV1027SIP55     SOP32   BSI
ITI-00097,SMDic TLC274CD        SO14  TI,ISG-00246,SMDic TS274CD        SO14  ST
KAX-00002,Tant   10uF   16V R=1e     AVX,KSP-00012,Tant   10uF   16V R=1e     VIS
KAX-00094,Cer     100nF 10%  50V R=2e X7R      AVX,KSI-00211,#Cer    100nF 10%  50V R=2e X7R      EPC
KAX-00098,SMD 100nF       10%   50V  X7R 0805 AVX,KPH-00444,SMD 100nF       10%   50V  X7R 0805 YAG
KAX-00099,Cer     100nF 10% 100V R=1e X7R      AVX,KSI-00171,#Cer   100nF  100V R=1e 10% EPC
KAX-00147,SMDtan   6u8F 20%  50V     CaseD     AVX,KKT-00082,SMDtan   6u8F 10%  50V     CaseD     KEM
KE13-00002,#SMD 100pF        5%   50V  C0G 1206 EPC,KAX-00121,SMD 100pF        5%   50V  C0G 1206 AVX
KKT-00029,SMD  22nF       10%   50V  X7R 1206 KEM,KPH-00118,SMD  22nF       10%   50V  X7R 1206 YAG
KNG-00002,#SMDelco 220uF    50V,KNG-00018,SMDelco 220uF 20% 50V 10x10   NIC
KP7-00058,SMD  22nF        5%   50V  C0G 1812 YAG,KKT-00154,SMD  22nF        5%   50V  C0G 1812 KEM
KPH-00026,#Cer    22pF  2% 100V R=1e   NP0   VIS,KSI-00075,Cer      22pF  5% 100V R=1e          SIE
KPH-00057,SMD   1nF        5%   50V  C0G 1206 YAG,KKT-00002,SMD   1nF       10%   50V  X7R 1206 KEM
KPH-00128,SMD   1nF       10%   50V  X7R 1206 YAG,KKT-00002,SMD   1nF       10%   50V  X7R 1206 KEM
KPH-00142,# Elco   4u7F   63V R=2mm     VIS,KVH-00308,#Elco     4u7F  63V 20%       R=2mm  VIS
KPH-00148,#Elco     47uF 20%  63V R=3.5mm      PHI,KRD-00267,Elco   47uF   63V R=1e5    VIS
KPH-00163,#Elco     47uF 20%  63V R=3.5mm      VIS,KRD-00267,Elco   47uF   63V R=1e5    VIS
KPH-00434,#Elco    470uF 20%  16V R=2e         VIS,KVH-00180,Elco  470uF   35V  20% R=2e    VIS
KPH-00461,MKT370  100nF 10% 250V R=2e          VIS,KSI-00354,MKT     100nF 10% 250V R=2e          EPC
KRD-00009,#Elco  3m3F   63V R=4e     ROE,KVH-00227,Elco     3m3F 20%  63V R=4e          VIS
KRD-00011,Elco    1mF   16V R=ax     ROE,KNG-00025,#Elco    1mF   16V R=ax     NIC
KRD-00020,#Elco  220uF   40V R=ax     ROE,KVH-00347,Elco    220uF 20%  40V      R=ax     VIS
KRD-00029,#MKT     1uF   63V R=2e 10% ROE,KVH-00097,MKT370    1uF 10%  63V R=2e          VIS
KRD-00104,#MKT   47nF   63V R=1e     ROE,KWI-00247,MKS02  47nF   63V R=1e 10% WIM
KRD-00200,Elco  100uF   63V R=2e     VIS,KRU-00018,#Elco  100uF   63V R=2e YXF    RUB
KRD-00229,Elco  470uF  20% 35V R=2e     ROE,KNC-00015,Elco    470uF 20%  35V R=2e          UCC
KRD-00252,Elco  100uF   63V R=ax     ROE,KPH-00587,Elco    100uF 20%  63V R=ax          VIS
KRD-00263,#Elco  220uF   63V R=2e 20% VIS,KVH-00337,Elco  220uF  20%  63V  R=2e   VIS
KS29-00001,#Elco     100uF 20%  16V R=3.5mm     SAN,KNG-00043,Elco  100uF  16V  10%  R=3.5mm     NIC
KSI-00016,#Cer      47pF  5% 100V R=1e         EPC,KKT-00205,Cer   47pF 100V 5% R=1e C0G   KEM
KSI-00092,#SMD 470nF       10%   50V  X7R 1206 EPC,KKT-00191,SMD 470nF       10%   50V  X7R 1206 KEM
KSI-00129,#SMD  10nF       10%   50V  X7R 0603 EPC,KPH-00464,SMD  10nF       10%   50V  X7R 0603 YAG
KSI-00130,#SMD   1nF       10%   50V  X7R 0603 EPC,KYA-00005,SMD   1nF       10%   50V  X7R 0603 YAG
KSI-00133,#SMD   1uF       20%   50V  Z5U 2220 EPC,KKT-00172,SMD   1uF       10%   50V  X7R 2220 KEM
KSI-00151,#Cer      47nF 20%  63V R=2e         EPC,KKT-00141,KER      47nF 10% 100V X7R R=2e      KEM
KSI-00151,#Cer      47nF 20%  63V R=2e         EPC,KPH-00188,#Cer    47nF   63V R=2e     PHI
KSI-00321,#Cer     1uF   50V  10%  R=2e     EPC,KAX-00323,Cer       1uF 10%  50V X7R  R=2e     AVX
KSP-00012,Tant   10uF   16V R=1e     VIS,KKT-00101,Tant     10uF 20%  16V R=1e          KEM
KVH-00015,SMD   2n2F       5%  100V  C0G 1206 VIS,KVH-00270,Verwijderen
KVH-00016,SMD   1uF        5%   16V  X7R 1206 VIS,KAX-00144,SMD   1uF  +80/-20%   50V  Y5V 1206 AVX
KVR-00031,#Elco  220uF 40V R=ax (10x25),KVH-00276,Elco    220uF 20%  40V R=ax 10x18   VIS
LFD-00016,#SMDled Red QTLP670C-2               FAI,LO1-00026,SMDled red LST676-Q1R2-1           OSR
LKI-00027,#SMDled Red/Green KA-2734SRSGC      KIN,LKI-00100,SMDled Red/Green KA-2735SRSGC      KIN
LTO-00009,#SMDled GR TLGE1100B        TOS,LVH-00024,SMDled green VLMG31L1M2 VIS
MZZ-00418,Aansl. kabel USB 1.8mtr,MZZ-00592,Aansl. kabel USB 1.8mtr SB2402
OA12-00005,Opto HCNR201-000E               AVA,OSI-00011,#Opto IL/300F              SIE
OTO-00003,#Opto TLP521-1(GB)              TOS,OFD-00022,Opto FOD817           DIP-4   FAI
OTO-00006,#SMDopto TLP181  MFSOP6(4) TOS,OTO-00042,#SMDopto TLP185(GB-TPL.E(O  SO-4    TOS
RH5-00001,Relay 24V HFD-27/024-S    HON,RH5-00003,Relay JRC-27F/024-S-555           HON
SA13-00003,Switch KEYTOP SKHCAC 8mm   ALP,SA19-00001,Switch KEYTOP TAK10-41  ALBS
TIR-00023,SMDfet IRLL014PBF SOT-223 IR,TIR-00060,SMDfet IRLL014NTRPDF SOT-223 IR
TPH-00020,#Trans  BC547B       (tape) PHI,TOZ-00040,#Trans  BC547B       (tape)  ONS
TPH-00029,#Trans  BC547B       (bulk) NEX,TOZ-00044,#Trans BC547BG straight lead TO-92   ONS
TTI-00010,Trans  TIP121               TI,TBO-00001,Trans  TIP122-S             BOU
TTO-00001,#Mosfet 2SK2961        TO92 TOS,TTO-00004,#Mosfet 2SK2962              TO-92   TOS
WA7-00001,Res  100R 0.01%  0.25W   ALP,WVH-00228,Res      100R 0.01% 0.6W  100ppm     VIS
WBO-00007,SMD  33R      1%  0.25W 1206 100ppm BOU,WVH-00123,verwijderen
WBO-00037,SMD  10K      1%  0.25W 1206 100ppm BOU,WDL-14002,SMD  10K      5%  0.25W 1206 200ppm VIS
WBO-00049,SMD  33K      1%  0.25W 1206 100ppm BOU,WYA-00094,SMD  33K      1%  0.25W 1206 100ppm VIS
WBO-00070,SMD   1M      1%  0.25W 1206 100ppm BOU,WPH-01384,SMD   1M      1%  0.25W 1206 100ppm YAG
WBO-00216,Res.-array 4*100K 4608X-102-104 SIL  BOU,WB5-00005,Res.-array 4*100K  2%                 BI
WPH-00206,MPR24    1K 0.1% 0.25W     VIS,WYA-00186,MFP0207  1K  0.1%  0.25W     YAG
WPH-00724,MPR24  3K01 0.1% 0.25W     VIS,WWG-00009,RC55  3K01 0.1% 0.25W 25ppm     WEL
WPH-00724,MPR24  3K01 0.1% 0.25W     VIS,WWG-00109,RC55  3K01 0.1% 0.25W 15ppm     WEL
WPH-00982,SMD   2K4     1%  0.25W 1206 100ppm YAG,WBO-00350,SMD   2K4     1%  0.25W 1206 100ppm BOU
WPH-01013,SMD 470R      1% 0.125W 0805 100ppm YAG,WVH-00004,SMD 470R      1% 0.125W 0805 100ppm VIS
WPH-01087,SMD 150R      1%  0.25W 1206 100ppm YAG,WM8-00001,SMD 150R      1% 0.125W 1206 100ppm MUL
WPH-01123,PR03    10K   5%    3W     VIS,WYA-00057,RES 10K 5% 3W 590-0 PO590-05T10K  VIT
WYA-00017,SMD  27K      1%  0.25W 1206 100ppm YAG,WBO-00085,SMD  27K      1%  0.25W 1206 100ppm BOU
WYA-00022,SMD  68K      1%  0.25W 1206 100ppm YAG,WBO-00054,SMD  68K      1%  0.25W 1206 100ppm BOU
ZLF-00049,Fuse 3.15A  T 5x20mm CC    LIT,ZLF-00120,Fuse 3.15A  T 5x20mm                 LIT
CPO-00255,PCBClip    2P   MKDS 1/ 2-3.5        PHO,CPO-00343,PCBClip    2P   MKDS 1/ 2-3.81       PHO
CZZ-00105,PCBClip    3P fem str Bachanan,CLU-00031,Header    3P    fem str KRESS03      LUM
CZZ-00106,PCBClip    2P fem str Bachanan,CLU-00026,PCBClip    2P    fem str KRS2
LIV-00004,#Led Red   3mm LS 3360-HL            OSR,LZZ-00025,Led red       3mm LS3369EH OSR
DPH-00173,#Zen diode BZT03C 20V       PH,DVH-00038,Zen diode BZT03C20V       VIS
IA6-00013,#SMDic AT93C56-10SC2.7 SO-8 AT,IA6-00040,#SMDic AT93C56A-10SU-2.7 SO8 ATM
LSI-00013,#SMDled YL LYS269BO   SOT23 SIE,LSI-00027,#SMDled GL LYS260    SOT23   OSR
LP8-00002,#LCDdispl ALPHAnum 2x16 car,LD8-00002,LCD module DEM16217SY-H-V     DIS
KE13-00011,#SMDtan  100uF 20%  6V3     CaseV    KEM,KSP-00049,SMDtan  100uF 10%  10V     CaseD     VIS
CHW-00041,SMDconn 10P MALE M503600522 HAR,CWO-00008,SMDconn 10P MALE 62101021021         WUR
DPH-00201,#SMDdio BYD17J        SOD87 PHI,DM8-00008,#SMDdio LL4007G            MELF     MUL
IEP-00003,#SMDic S1D13305F00B200 QFP60 EP,IEP-00005,SMDic S1D13305F00B100 QFP60 EPS
IEP-00003,#SMDic S1D13305F00B200 QFP60 EP,IR20-00001,SMDic RA8835AP4N QFP60   RAI
II6-00002,SMDic IS62WV51216BLL-55TLI  TSOP44  ISSI,IZZ-00093,SMDic CY62157EV30LL-45ZSXI  CYP
ILT-00066,SMDic LT1976EFE    TSSOP16  LT,ILT-00105,SMDic LT1976IFE    TSSOP16  LT
IVH-00014,SMDic TFDU4100-TR3     VIS,IVH-00017,SMDic TFDU4101-TR3   SIR_BABY    VIS
KKT-00078,SMDtan   4u7F 10%  10V  CaseA  KEM (SAL),KSP-00061,SMDtan   4u7F 10%  10V     CaseA     VIS
KPA-00108,SMD  47uF       20%   16V  X5R 1210 PAN,KMU-00098,SMD  47uF       10%   16V  X5R 1210 MUR
KSI-00213,#SMD   1uF       20%   25V  Z5U 1206 EPC,KSI-00223,#SMD   1uF       10%   25V  X7R 1206 EPC
LE18-00007,SEVEN SEGMENT DISPLAY    EVER,LA29-00015,Display 7 segment 5082-7610 AVA
LFD-00011,#SMDled Red QTLP650C-7     1206,LE18-00003,SMDled Red 15-21SURC/S530-A2/3T 1206
THA-00029,#SMDfet HUF76129D3S   TO252 FAI,TFD-00029,SMDfet FDD8878              D-PAK    FAI
UZZ-00884,Wavecom Module Q2406,UZZ-00976,Wavecom Module Q24PL001
BFB-00360,M3x12           Ck Kk  SV  FAB (SPARK),BFB-00274,M3x12           Ck Kk  SV  FAB
BFB-00361,Nut  M3        ISO 934 SV  FAB  (SPARK),BFB-00048,Nut  M3        ISO 934 SV  FAB
BZZ-00942,M2.5X10         Ck Zs  SV  (SPARK),BFB-00090,M2.5X10         Ck Kk  SV  FAB
CAP-00199,#Header    26P 2r mle str            AMP,CAP-00649,Header    26P 2r mle str            AMP
CAP-00200,#FC Header 20P 2r mle str   AMP,CAP-00650,Header 20P 2r mle str   AMP
CAP-00206,#Boxheader 14P 2r mle str brg,CAP-00651,Boxheader 14P 2r mle str  TYC
CAP-00210,#FC Header 40P 2r mle str brg,CAP-00652,Header 40P 2r mle str   TYC
CAP-00504,Boxheader 14P 2r mle str brg  (SPARK),CAP-00206,#Boxheader 14P 2r mle str brg
CAP-00505,Conn      10P mle str MTA-100    (SPARK),CAP-00291,Header    10P   mle str MTA100
CAP-00518,#Boxheader 64P 2r fem str  A+C   TYC,CAP-00599,Header    64p 2r str fem A+C         TYC
CAP-00523,#Boxheader 26P 2r mle 90º   AMP,CAP-00659,Boxheader 26P 2r mle 90º   TYC
CAP-00525,#FC Header 16P 2r mle str   AMP,CAP-00660,Header 16P 2r mle str   TYC
CAP-00526,Boxheader 20P 2r fem str   AMP,CFM-00135,Boxheader 20P 2r fem str   FCI
CAP-00538,Header 16P    mle 90ø  1-284512-6  TYC,CPO-00455,Conn      16P   MC 1.5/16-G-3.5      PHO
IAP-00045,#Ic sock  14P 390261-3   AMP,IAP-00001,SMDpowermod 24V AXB050A0X43-SR
IAP-00070,Ic sock    8P    diplomate AMP  (SPARK),IAP-00008,#Ic sock    8P    diplomate AMP
IAP-00072,Ic sock  16P 0-0390261-4   AMP  (SPARK),IAP-00046,#Ic sock  16P 0-0390261-4   AMP
IIH-00016,SMDic 71V416L10PHG  TSOP44   IDT (SPARK),IIH-00010,SMDic 71V416S12PHG   TSOP-44     IDT
IPH-00226,Ic LM311N                  PHI,ISG-00200,#Ic LM311N                  SGS
IPH-00232,#Ic 74HCT02N   14P          NXP,IPH-01229,Ic 74HCT02N   14P          PHI (SPARK)
IS57-00005,#SMDic  S29AL016D70TFI01 TSOP-48 SPA,IS57-00007,SMDic S29AL016J70TFI010 TSOP-48 (SPARK)
ISG-00400,#Ic MK68901Q-04             SGS  (SPARK),IMT-00229,#Ic MC68901FN                MOT (SPARK)
IZM-00005,verwijderen,IA11-00001,#Ic 8*8K U6264BDC07LLG1 DIP-28      ALL
KAX-00094,Cer     100nF 10%  50V R=2e X7R      AVX,KSI-00211,#Cer    100nF 10%  50V R=2e X7R      EPC
KAX-00095,Cer      10nF 10% 100V R=1e X7R      AVX,KSI-00162,#Cer      10nF 10% 100V R=1e X7R     EPC
KB1-00003,CER     47pF 100v  2%  R=1E  SUD (SPARK),KB1-00002,#CER     47pF 100v  2%  R=1E  BCE
KMU-00130,SMD  22uF       10%   16V  X7R 1210 MUR,KTV-00031,SMD  22uF       10%   16V  X7R 1210 TDK
KPA-00134,Elco     22uF  50V 2mm       PAN (SPARK),KPA-00132,Elco     22uF  50V 2mm       PAN
KPH-00529,SMDElco     100uF 20%    6V3 0605  VIS,KVH-00173,SMDelco 100uF 20%  6V3      0605     VIS
KPH-00664,Elco    100uF 20%  63V R=2e  PHI (SPARK),KPH-00208,#Elco    100uF 20%  63V R=2e         VIS
KSI-00005,#Cer    100pF  5% 100V R=1e C0G      SIE,KAX-00351,Cer     100pF  5% 100V NP0  R=1e     AVX
KSI-00118,Cer     390pF  5% 100V R=1e          SIE,KPH-00348,Cer   390pF  100V R=1e     PHI
KSI-00171,#Cer   100nF  100V R=1e 10% EPC,KAX-00099,Cer     100nF 10% 100V R=1e X7R      AVX
KSI-00221,#Cer    100nF 10% 100V R=2e X7R      EPC,KAX-00094,Cer     100nF 10%  50V R=2e X7R      AVX
KVH-00150,MKT    3n3F  100V R=2e   5% (SPARK) VIS,KVH-00147,MKT    3n3F  400V R=2e     VIS
KVH-00165,#Elco  470uF   35V R=2e    VIS,KVH-00180,Elco  470uF   35V  20% R=2e    VIS
KVH-00166,#Cer    390pF  100V R=1e     VIS,KVH-00303,CerDisc  390pF  100V R=1e     VIS
KVH-00177,#Cer   330pF  100V R=1e  C0G   VIS,KM8-00017,Cer   330pF  100V R=1e  N750(U2J)   MUL
KVH-00329,SMD   1nF        5%  100V  X7R 0603 VIS,KMU-00129,SMD   1nF        5%  100V  X7R 0603 MUR
KYA-00021,Elco 4700uF   63V R=4e 20% YAG,KNG-00047,Elco 4700uF   63V R=4e 20% NIC
KYA-00021,Elco 4700uF   63V R=4e 20% YAG,KPA-00195,#Elco   4700uF 20%  63V      R=4e    PAN
LFD-00018,verwijderen,LO1-00017,SMDled rd/grn LSG T676-P7R-1+N7P9-24 OSR
OTO-00037,Opto TLP1003A              TOS  (SPARK),OKD-00001,Opto KIT5030A             KOD  (SPARK)
SDJ-00001,Dipswitch 4P               DIP,SS15-00002,Dipswitch 4P 09300BH04NG   SEC
WBO-00288,Res.-array 5*4K7  4606X-101-472 SIL  BOU,WB5-00003,Res.-array 5*4K7 L061S472LF SIL      BEC
WPH-01536,SFR25    0R      0.4W      VIS  (SPARK),WPH-00172,#SFR25    0R      0.4W      VIS
WVH-00390,MRS25  38K3   1%  0.6W     VIS,WVH-00480,MBB0207 38K3  1%  0.6W  50PPM  VIS
CMO-00242,SMDconn    4p 0908140204 Picoflex    MOL,CMO-00265,SMDconn    4p 0908140904 Picoflex    MOL
DPH-00195,#Diode BY527                NXP,DVH-00188,Diode BY527TAP               VIS
KE13-00012,#SMDtan   4u7F 20%  50V     CaseD    KEM,KKT-00194,#SMDtan   4u7F 10%  50V     CaseD    KEM
KKT-00059,Cer    10nF 10% 100V R=2e     KEM,KM19-00006,Cer    10nF  100V R=2e     MAL
KKT-00060,Cer       1nF 10% 200V R=2e          KEM,KM19-00002,Cer     1nF  200V R=2e     MAL
KM19-00002,Cer     1nF  200V R=2e     MAL,KKT-00059,Cer    10nF 10% 100V R=2e     KEM
LO1-00037,#Led Green 3mm LG 3360-KL-1 OSR,LKI-00015,Led Green 3mm 20mcd L-934GD KIN
LSI-00030,Led Green 3mm 36mcd LG 3360-HL       OSR,LO1-00037,#Led Green 3mm LG 3360-KL-1 OSR
OSH-00008,#Opto PC817                 SHA,OSH-00013,#Opto PC817X1NSZ0F   DIP-4  SHA
WM8-00073,SMD  56K2   0.1%   0.1W 0805  25ppm MUL,WAP-00014,SMD  56K2   0.1%   0.1W 0805  10ppm  TE
WM8-00094,SMD   0R3     1%     1W 2512 300ppm MUL,WBO-00374,SMD   0R3     1%     2W 2512 100ppm BOU
WPH-01359,MPR24  475K 0.1% 0.25W     PHI,WWG-00062,PR4   475K 0.1% 0.25W 25PPM    WEL
WVH-00514,SMD  56K2   0.1% 0.125W 0805  25ppm VIS,WM8-00073,SMD  56K2   0.1%   0.1W 0805  25ppm MUL
WVH-00515,SMD  60K4   0.1% 0.125W 0805  25ppm VIS,WM8-00074,SMD  60K4   0.1%   0.1W 0805  25ppm MUL
WVH-00516,SMD   7K32  0.1% 0.125W 0805  10ppm VIS,WM8-00072,SMD   7K32  0.1%   0.1W 0805  25ppm MUL
